,season,date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2,season,date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2
2004,2016.0,2017-04-23,1843.0,French Ligue 1,Toulouse,Nice,55.75,64.79,0.3686,0.3202,0.3112,1.21,1.18,0.0,0.3,1.0,1.0,0.23,0.7,0.5,1.11,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
2005,2016.0,2017-04-23,1854.0,Italy Serie A,Chievo Verona,Torino,51.39,63.47,0.3095,0.4306,0.2599,1.54,1.76,0.0,0.0,1.0,3.0,0.62,1.18,1.5,2.11,1.05,3.03,,,,,,,,,,,,,,,,,,,,,,,
2007,2016.0,2017-04-23,1854.0,Italy Serie A,AC Milan,Empoli,70.54,41.98,0.733,0.0701,0.1969,1.96,0.6,43.9,20.3,1.0,2.0,2.91,1.96,2.34,0.72,1.05,2.1,,,,,,,,,,,,,,,,,,,,,,,
2008,2016.0,2017-04-23,2411.0,Barclays Premier League,Burnley,Manchester United,59.66,82.74,0.1771,0.5625,0.2604,0.84,1.56,0.5,70.1,0.0,2.0,0.4,2.2,1.48,1.47,0.0,2.1,,,,,,,,,,,,,,,,,,,,,,,
2009,2016.0,2017-04-23,1845.0,German Bundesliga,SC Freiburg,Bayer Leverkusen,63.65,74.81,0.3239,0.4181,0.258,1.27,1.44,0.0,1.3,2.0,1.0,0.85,1.17,0.92,1.17,2.1,1.05,,,,,,,,,,,,,,,,,,,,,,,
2011,2016.0,2017-04-23,1869.0,Spanish Primera Division,Celta Vigo,Real Betis,73.52,67.81,0.5261,0.2137,0.2602,1.6,0.84,0.0,0.9,0.0,1.0,0.69,1.31,0.81,1.45,0.0,1.05,,,,,,,,,,,,,,,,,,,,,,,
2012,2016.0,2017-04-23,1843.0,French Ligue 1,St Etienne,Stade Rennes,61.38,54.3,0.4978,0.192,0.3102,1.36,0.7,0.0,0.0,1.0,1.0,0.74,0.65,0.78,0.58,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
2013,2016.0,2017-04-23,1845.0,German Bundesliga,Schalke 04,RB Leipzig,72.65,76.27,0.4026,0.3259,0.2716,1.34,1.15,0.5,0.4,1.0,1.0,0.9,0.74,0.94,1.12,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
2015,2016.0,2017-04-23,2411.0,Barclays Premier League,Liverpool,Crystal Palace,80.53,61.87,0.7023,0.1131,0.1846,2.29,0.92,82.2,3.2,1.0,2.0,1.42,1.4,2.06,0.99,1.05,2.1,,,,,,,,,,,,,,,,,,,,,,,
2024,2016.0,2017-04-23,1869.0,Spanish Primera Division,Las Palmas,Alavés,68.6,69.19,0.4717,0.2595,0.2688,1.51,1.01,0.0,0.0,1.0,1.0,0.81,0.46,1.31,1.11,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
2027,2016.0,2017-04-23,1869.0,Spanish Primera Division,Real Madrid,Barcelona,92.62,94.88,0.3678,0.434,0.1982,2.21,2.12,100.0,100.0,2.0,3.0,3.71,2.76,2.19,2.73,2.1,3.15,,,,,,,,,,,,,,,,,,,,,,,
2028,2016.0,2017-04-23,1854.0,Italy Serie A,Juventus,Genoa,85.91,49.53,0.8639,0.0243,0.1118,2.49,0.2,39.0,0.2,4.0,0.0,1.7,0.43,1.69,0.69,4.2,0.0,,,,,,,,,,,,,,,,,,,,,,,
2029,2016.0,2017-04-23,1843.0,French Ligue 1,Lyon,AS Monaco,76.16,83.49,0.3053,0.4678,0.2268,1.74,1.88,0.0,100.0,1.0,2.0,0.66,1.52,0.8,1.13,1.05,2.1,,,,,,,,,,,,,,,,,,,,,,,
2034,2016.0,2017-04-24,1854.0,Italy Serie A,US Pescara,AS Roma,38.97,81.21,0.1167,0.6979,0.1854,0.98,2.67,1.0,12.1,1.0,4.0,1.96,3.13,1.99,2.45,1.05,4.2,,,,,,,,,,,,,,,,,,,,,,,
2035,2016.0,2017-04-24,1869.0,Spanish Primera Division,Eibar,Athletic Bilbao,76.35,79.87,0.4098,0.3064,0.2838,1.33,1.03,0.1,7.2,0.0,1.0,0.32,0.53,0.4,1.18,0.0,1.05,,,,,,,,,,,,,,,,,,,,,,,
2036,2016.0,2017-04-25,1869.0,Spanish Primera Division,Sporting Gijón,Espanyol,56.44,71.21,0.3884,0.3225,0.2891,1.23,1.06,,,1.0,1.0,0.67,1.43,2.03,1.29,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
2037,2016.0,2017-04-25,1869.0,Spanish Primera Division,Granada,Málaga,45.74,69.49,0.3374,0.369,0.2936,1.04,1.22,,,0.0,2.0,0.09,1.15,0.57,1.36,0.0,1.58,,,,,,,,,,,,,,,,,,,,,,,
2038,2016.0,2017-04-25,2411.0,Barclays Premier League,Chelsea,Southampton,84.36,66.67,0.6965,0.0996,0.2039,1.96,0.68,73.5,0.0,4.0,2.0,1.47,1.28,3.78,0.93,3.72,2.1,,,,,,,,,,,,,,,,,,,,,,,
2039,2016.0,2017-04-25,1869.0,Spanish Primera Division,Atletico Madrid,Villarreal,87.75,79.07,0.6043,0.1315,0.2642,1.5,0.55,,,0.0,1.0,1.27,0.84,2.29,0.47,0.0,1.05,,,,,,,,,,,,,,,,,,,,,,,
2044,2016.0,2017-04-26,1869.0,Spanish Primera Division,Barcelona,Osasuna,95.01,49.77,0.9684,0.0054,0.0262,3.94,0.33,,,7.0,1.0,3.74,0.1,2.79,0.07,6.94,1.05,,,,,,,,,,,,,,,,,,,,,,,
2045,2016.0,2017-04-26,1869.0,Spanish Primera Division,Valencia,Real Sociedad,72.89,76.5,0.419,0.3157,0.2652,1.49,1.19,,,2.0,3.0,2.07,1.47,1.49,0.89,2.1,3.15,,,,,,,,,,,,,,,,,,,,,,,
2046,2016.0,2017-04-26,1869.0,Spanish Primera Division,Leganes,Las Palmas,67.43,68.21,0.4348,0.2886,0.2766,1.42,1.02,,,3.0,0.0,2.29,0.09,1.61,0.54,3.15,0.0,,,,,,,,,,,,,,,,,,,,,,,
2047,2016.0,2017-04-26,2411.0,Barclays Premier League,Arsenal,Leicester City,76.65,61.54,0.6579999999999999,0.1455,0.1965,2.27,1.11,17.6,0.2,1.0,0.0,0.44,0.67,3.18,0.43,1.05,0.0,,,,,,,,,,,,,,,,,,,,,,,
2048,2016.0,2017-04-26,2411.0,Barclays Premier League,Middlesbrough,Sunderland,47.95,45.45,0.473,0.2307,0.2964,1.28,0.83,11.9,8.6,1.0,0.0,0.92,0.61,0.55,2.1,1.05,0.0,,,,,,,,,,,,,,,,,,,,,,,
2049,2016.0,2017-04-26,2411.0,Barclays Premier League,Crystal Palace,Tottenham Hotspur,63.47,84.14,0.17300000000000001,0.5978,0.2292,1.07,1.85,3.5,47.8,0.0,1.0,0.31,1.31,0.99,1.91,0.0,1.05,,,,,,,,,,,,,,,,,,,,,,,
2050,2016.0,2017-04-26,1869.0,Spanish Primera Division,Deportivo La Coruña,Real Madrid,68.18,92.49,0.135,0.6994,0.1656,1.12,2.39,,,2.0,6.0,1.47,5.02,1.22,3.25,2.1,5.69,,,,,,,,,,,,,,,,,,,,,,,
2055,2016.0,2017-04-27,1869.0,Spanish Primera Division,Alavés,Eibar,69.63,75.22,0.3958,0.3015,0.3027,1.13,0.9,0.0,0.0,0.0,0.0,1.49,0.18,1.12,0.46,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2056,2016.0,2017-04-27,1869.0,Spanish Primera Division,Sevilla FC,Celta Vigo,81.05,71.91,0.5886,0.1749,0.2365,1.8,0.84,39.2,0.0,2.0,1.0,2.23,1.23,1.9,1.07,2.1,1.05,,,,,,,,,,,,,,,,,,,,,,,
2057,2016.0,2017-04-27,2411.0,Barclays Premier League,Manchester City,Manchester United,85.88,83.39,0.4958,0.2335,0.2706,1.51,1.04,73.5,100.0,0.0,0.0,1.76,0.51,2.12,0.13,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2058,2016.0,2017-04-27,1869.0,Spanish Primera Division,Athletic Bilbao,Real Betis,80.96,69.57,0.6007,0.1454,0.2539,1.59,0.58,5.3,0.0,2.0,1.0,2.41,1.07,1.64,0.73,2.1,1.05,,,,,,,,,,,,,,,,,,,,,,,
2059,2016.0,2017-04-28,1845.0,German Bundesliga,Bayer Leverkusen,Schalke 04,74.31,72.45,0.4787,0.2603,0.261,1.49,1.03,0.6,0.0,1.0,4.0,1.46,2.4,1.39,1.82,1.05,4.2,,,,,,,,,,,,,,,,,,,,,,,
2060,2016.0,2017-04-28,1869.0,Spanish Primera Division,Villarreal,Sporting Gijón,79.99,56.21,0.6545,0.1245,0.221,1.91,0.63,11.1,28.9,3.0,1.0,3.94,1.14,2.45,1.79,3.15,1.05,,,,,,,,,,,,,,,,,,,,,,,
2061,2016.0,2017-04-28,1854.0,Italy Serie A,Atalanta,Juventus,72.13,86.17,0.23,0.4786,0.2914,0.97,1.43,100.0,22.2,2.0,2.0,1.96,1.54,0.67,2.5,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,
2062,2016.0,2017-04-28,1843.0,French Ligue 1,Angers,Lyon,56.97,75.44,0.2257,0.5245,0.2499,1.29,1.81,0.2,0.0,1.0,2.0,1.72,0.42,2.33,0.57,1.05,2.1,,,,,,,,,,,,,,,,,,,,,,,
2065,2016.0,2017-04-29,1869.0,Spanish Primera Division,Real Sociedad,Granada,76.89,44.14,0.6991,0.0987,0.2022,2.23,0.39,4.3,0.0,2.0,1.0,1.88,0.29,1.63,0.34,2.1,1.05,,,,,,,,,,,,,,,,,,,,,,,
2066,2016.0,2017-04-29,1845.0,German Bundesliga,SV Darmstadt 98,SC Freiburg,45.68,64.23,0.342,0.3908,0.2672,1.22,1.38,0.0,0.0,3.0,0.0,1.57,0.95,1.49,0.89,3.15,0.0,,,,,,,,,,,,,,,,,,,,,,,
2067,2016.0,2017-04-29,1845.0,German Bundesliga,Borussia Dortmund,FC Cologne,86.99,67.67,0.8098,0.0554,0.1347,2.34,0.65,0.3,0.0,0.0,0.0,2.95,0.26,2.76,0.64,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2068,2016.0,2017-04-29,1845.0,German Bundesliga,Mainz,Borussia Monchengladbach,69.55,73.12,0.4074,0.3248,0.2678,1.36,1.16,21.5,0.0,1.0,2.0,1.83,1.23,1.44,0.65,1.05,2.1,,,,,,,,,,,,,,,,,,,,,,,
2069,2016.0,2017-04-29,1845.0,German Bundesliga,Werder Bremen,Hertha Berlin,71.16,69.41,0.4744,0.2652,0.2604,1.5,1.04,0.0,1.8,2.0,0.0,1.71,0.74,0.78,1.25,2.1,0.0,,,,,,,,,,,,,,,,,,,,,,,
2070,2016.0,2017-04-29,1845.0,German Bundesliga,RB Leipzig,FC Ingolstadt 04,76.47,59.43,0.6259,0.1546,0.2195,1.79,0.88,0.2,71.0,0.0,0.0,1.17,0.39,1.99,0.57,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2071,2016.0,2017-04-29,2411.0,Barclays Premier League,West Bromwich Albion,Leicester City,58.86,61.22,0.4328,0.2758,0.2914,1.3,1.04,0.0,1.0,0.0,1.0,0.78,0.43,2.32,0.5,0.0,1.05,,,,,,,,,,,,,,,,,,,,,,,
2073,2016.0,2017-04-29,2411.0,Barclays Premier League,Stoke City,West Ham United,63.14,60.11,0.4906,0.2376,0.2718,1.53,1.04,0.2,0.7,0.0,0.0,1.21,0.87,2.41,0.93,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2074,2016.0,2017-04-29,2411.0,Barclays Premier League,Southampton,Hull City,66.94,49.42,0.6113,0.1554,0.2334,1.91,0.87,0.0,62.5,0.0,0.0,1.38,0.34,0.95,1.28,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2075,2016.0,2017-04-29,2411.0,Barclays Premier League,Sunderland,AFC Bournemouth,45.76,62.97,0.3067,0.4243,0.26899999999999996,1.25,1.56,0.3,0.1,0.0,1.0,1.58,1.35,1.83,2.22,0.0,1.05,,,,,,,,,,,,,,,,,,,,,,,
2076,2016.0,2017-04-29,1869.0,Spanish Primera Division,Real Madrid,Valencia,92.95,72.38,0.9023,0.0294,0.0683,3.3,0.86,100.0,0.0,2.0,1.0,2.68,1.08,2.22,0.53,2.1,1.05,,,,,,,,,,,,,,,,,,,,,,,
2077,2016.0,2017-04-29,1843.0,French Ligue 1,AS Monaco,Toulouse,83.91,55.28,0.7992,0.0563,0.1445,2.46,0.45,100.0,0.0,3.0,1.0,2.55,1.03,2.48,0.7,3.03,1.05,2020.0,2020-08-21,1843.0,French Ligue 1,Bordeaux,Nantes,59.92,59.31,0.4538,0.2626,0.2836,1.38,0.98,,,0.0,0.0,0.6,0.19,0.36,0.6,0.0,0.0
2083,2016.0,2017-04-29,1869.0,Spanish Primera Division,Las Palmas,Atletico Madrid,65.96,87.06,0.2249,0.5109,0.2641,0.99,1.6,0.0,7.0,0.0,5.0,0.71,2.73,1.06,1.19,0.0,4.68,,,,,,,,,,,,,,,,,,,,,,,
2084,2016.0,2017-04-29,1845.0,German Bundesliga,VfL Wolfsburg,Bayern Munich,70.9,93.69,0.1619,0.6308,0.2073,0.9,2.11,25.1,0.5,0.0,6.0,0.35,2.27,0.78,1.81,0.0,5.68,,,,,,,,,,,,,,,,,,,,,,,
2085,2016.0,2017-04-29,2411.0,Barclays Premier League,Crystal Palace,Burnley,62.78,58.68,0.4973,0.2286,0.2741,1.5,0.98,1.3,3.5,0.0,2.0,0.68,1.32,2.38,1.88,0.0,1.73,,,,,,,,,,,,,,,,,,,,,,,
2086,2016.0,2017-04-29,1843.0,French Ligue 1,Nantes,Lorient,58.44,51.2,0.4739,0.2452,0.2808,1.69,1.16,0.0,37.6,1.0,0.0,1.22,0.22,2.06,0.77,1.05,0.0,,,,,,,,,,,,,,,,,,,,,,,
2087,2016.0,2017-04-29,1843.0,French Ligue 1,Montpellier,Lille,59.18,59.16,0.4549,0.2556,0.2895,1.54,1.16,0.1,0.0,0.0,3.0,1.58,1.81,1.56,0.41,0.0,3.03,,,,,,,,,,,,,,,,,,,,,,,
2088,2016.0,2017-04-29,1843.0,French Ligue 1,Bastia,Stade Rennes,43.54,55.04,0.3604,0.3148,0.3248,1.04,1.09,12.5,0.0,1.0,0.0,0.6,1.72,0.82,1.34,1.05,0.0,,,,,,,,,,,,,,,,,,,,,,,
2089,2016.0,2017-04-29,1843.0,French Ligue 1,Guingamp,St Etienne,56.53,60.63,0.414,0.2819,0.3041,1.35,1.15,0.0,0.0,0.0,2.0,1.12,2.48,1.47,1.35,0.0,1.7,,,,,,,,,,,,,,,,,,,,,,,
2091,2016.0,2017-04-29,1843.0,French Ligue 1,Metz,AS Nancy Lorraine,44.92,44.43,0.4101,0.2861,0.3038,1.35,1.15,40.6,86.8,2.0,1.0,1.63,0.82,2.2,0.77,2.1,1.05,,,,,,,,,,,,,,,,,,,,,,,
2092,2016.0,2017-04-29,1869.0,Spanish Primera Division,Espanyol,Barcelona,71.41,95.16,0.1136,0.7292,0.1572,0.99,2.35,0.0,100.0,0.0,3.0,0.54,1.85,0.39,2.72,0.0,2.57,,,,,,,,,,,,,,,,,,,,,,,
2093,2016.0,2017-04-29,1854.0,Italy Serie A,Torino,Sampdoria,64.53,60.01,0.5157,0.2345,0.2498,1.89,1.32,0.0,0.0,1.0,1.0,1.79,0.45,1.7,0.79,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
2098,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2020-08-22,1843.0,French Ligue 1,Dijon FCO,Angers,54.91,59.5,0.4038,0.3013,0.2948,1.24,1.03,,,0.0,1.0,0.89,1.74,0.72,1.54,0.0,1.05
2108,2016.0,2017-04-30,1869.0,Spanish Primera Division,Osasuna,Deportivo La Coruña,49.3,67.22,0.3913,0.3286,0.28,1.29,1.26,0.0,3.0,2.0,2.0,1.46,1.57,1.6,1.45,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,
2109,2016.0,2017-04-30,1854.0,Italy Serie A,AS Roma,Lazio,81.09,72.81,0.5946,0.1714,0.23399999999999999,1.94,1.1,14.0,100.0,1.0,3.0,1.59,1.6,1.94,1.18,1.05,2.76,,,,,,,,,,,,,,,,,,,,,,,
2110,2016.0,2017-04-30,2411.0,Barclays Premier League,Manchester United,Swansea City,82.95,55.57,0.7623,0.0631,0.1746,2.27,0.38,80.7,79.1,1.0,1.0,2.32,1.03,1.4,1.38,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
2111,2016.0,2017-04-30,1854.0,Italy Serie A,Bologna,Udinese,53.31,60.3,0.3647,0.3169,0.3184,1.15,1.06,0.1,0.0,4.0,0.0,1.32,0.39,1.26,1.0,4.2,0.0,,,,,,,,,,,,,,,,,,,,,,,
2112,2016.0,2017-04-30,1854.0,Italy Serie A,Genoa,Chievo Verona,49.14,50.32,0.43200000000000005,0.2811,0.2869,1.52,1.21,11.0,0.0,1.0,2.0,1.48,0.45,1.94,0.84,1.05,2.1,,,,,,,,,,,,,,,,,,,,,,,
2113,2016.0,2017-04-30,1854.0,Italy Serie A,Palermo,Fiorentina,36.59,69.16,0.1901,0.5669,0.243,1.08,2.03,0.5,1.8,2.0,0.0,0.33,1.15,0.48,1.72,1.58,0.0,,,,,,,,,,,,,,,,,,,,,,,
2115,2016.0,2017-04-30,1854.0,Italy Serie A,Empoli,Sassuolo,43.84,56.02,0.3677,0.3346,0.2977,1.32,1.25,19.5,0.0,1.0,3.0,2.85,1.67,2.6,0.99,1.05,3.15,,,,,,,,,,,,,,,,,,,,,,,
2116,2016.0,2017-04-30,1854.0,Italy Serie A,Cagliari,US Pescara,53.38,39.31,0.5356,0.2141,0.2503,2.06,1.23,0.0,0.0,1.0,0.0,1.35,1.36,1.35,1.43,1.05,0.0,,,,,,,,,,,,,,,,,,,,,,,
2117,2016.0,2017-04-30,1843.0,French Ligue 1,Caen,Marseille,50.02,66.51,0.3017,0.4085,0.2898,1.22,1.58,88.2,0.0,1.0,5.0,1.87,2.7,1.73,1.25,1.05,4.75,,,,,,,,,,,,,,,,,,,,,,,
2118,2016.0,2017-04-30,1854.0,Italy Serie A,Crotone,AC Milan,49.08,68.98,0.2419,0.4724,0.2857,1.03,1.5,35.4,19.1,1.0,1.0,0.44,1.49,1.23,1.71,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
2120,2016.0,2017-04-30,2411.0,Barclays Premier League,Everton,Chelsea,74.52,84.44,0.2917,0.4465,0.2618,1.31,1.56,1.1,49.1,0.0,3.0,0.8,2.29,0.52,2.21,0.0,2.52,2020.0,2020-08-22,1843.0,French Ligue 1,Lille,Stade Rennes,70.39,65.18,0.5088,0.2242,0.267,1.54,0.93,,,1.0,1.0,0.37,1.67,0.18,1.04,0.84,1.05
2121,2016.0,2017-04-30,2411.0,Barclays Premier League,Middlesbrough,Manchester City,47.67,86.02,0.0759,0.7484,0.1757,0.68,2.01,5.1,70.0,2.0,2.0,1.17,2.83,0.73,2.72,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,
2122,2016.0,2017-04-30,1845.0,German Bundesliga,FC Augsburg,Hamburg SV,58.13,62.32,0.4092,0.3153,0.2755,1.28,1.08,100.0,56.6,4.0,0.0,2.08,0.41,0.56,1.25,3.68,0.0,,,,,,,,,,,,,,,,,,,,,,,
2123,2016.0,2017-04-30,1869.0,Spanish Primera Division,Real Betis,Alavés,69.62,69.91,0.4466,0.2491,0.3043,1.2,0.71,,,1.0,4.0,0.64,2.17,1.5,1.43,1.05,3.68,,,,,,,,,,,,,,,,,,,,,,,
2124,2016.0,2017-04-30,1843.0,French Ligue 1,Dijon FCO,Bordeaux,52.16,67.2,0.3115,0.4042,0.2843,1.31,1.64,70.8,0.0,0.0,0.0,1.6,0.61,1.3,0.96,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2126,2016.0,2017-04-30,2411.0,Barclays Premier League,Tottenham Hotspur,Arsenal,84.44,76.77,0.6063,0.1712,0.2224,1.98,1.07,45.5,50.1,2.0,0.0,3.6,0.68,1.97,1.24,2.1,0.0,,,,,,,,,,,,,,,,,,,,,,,
2127,2016.0,2017-04-30,1845.0,German Bundesliga,TSG Hoffenheim,Eintracht Frankfurt,77.7,70.14,0.5546,0.1917,0.2537,1.54,0.81,1.7,0.0,1.0,0.0,0.7,0.2,1.22,0.09,1.05,0.0,,,,,,,,,,,,,,,,,,,,,,,
2133,2016.0,2017-04-30,1869.0,Spanish Primera Division,Eibar,Leganes,75.12,69.47,0.5138,0.1976,0.2886,1.35,0.62,0.0,10.3,2.0,0.0,0.9,0.99,1.42,1.47,2.1,0.0,,,,,,,,,,,,,,,,,,,,,,,
2136,2016.0,2017-04-30,1869.0,Spanish Primera Division,Celta Vigo,Athletic Bilbao,71.97,80.86,0.3479,0.3736,0.2785,1.26,1.22,,,0.0,3.0,0.31,1.97,0.47,1.96,0.0,2.81,,,,,,,,,,,,,,,,,,,,,,,
2137,2016.0,2017-04-30,1854.0,Italy Serie A,Internazionale,Napoli,76.21,81.78,0.3507,0.4029,0.2464,1.78,1.83,18.8,1.1,0.0,1.0,0.45,1.5,0.83,1.45,0.0,1.05,,,,,,,,,,,,,,,,,,,,,,,
2138,2016.0,2017-04-30,1843.0,French Ligue 1,Nice,Paris Saint-Germain,65.18,86.75,0.126,0.6778,0.1962,1.06,1.9,0.0,88.1,3.0,1.0,1.11,1.39,0.49,2.51,2.63,1.05,,,,,,,,,,,,,,,,,,,,,,,
2145,2016.0,2017-05-01,2411.0,Barclays Premier League,Watford,Liverpool,56.91,79.29,0.1865,0.5859,0.2276,1.13,1.9,0.0,100.0,0.0,1.0,0.23,0.54,0.63,1.01,0.0,1.05,,,,,,,,,,,,,,,,,,,,,,,
2146,2016.0,2017-05-01,1869.0,Spanish Primera Division,Málaga,Sevilla FC,71.09,80.97,0.34,0.3753,0.2847,1.17,1.17,0.0,26.2,4.0,2.0,1.69,1.54,0.72,0.76,3.72,2.1,,,,,,,,,,,,,,,,,,,,,,,
2147,2016.0,2017-05-02,1818.0,UEFA Champions League,Real Madrid,Atletico Madrid,92.69,88.46,0.5689,0.2072,0.2239,1.95,1.11,,,3.0,0.0,2.66,0.19,1.64,0.53,2.68,0.0,,,,,,,,,,,,,,,,,,,,,,,
2150,2016.0,2017-05-03,1818.0,UEFA Champions League,AS Monaco,Juventus,83.82,86.03,0.3443,0.3737,0.282,1.35,1.1,,,0.0,2.0,1.96,1.1,1.31,1.45,0.0,2.1,,,,,,,,,,,,,,,,,,,,,,,
2153,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2020-08-23,1843.0,French Ligue 1,AS Monaco,Reims,67.42,58.47,0.5583,0.19399999999999998,0.2477,1.72,0.91,,,2.0,2.0,2.67,1.75,2.66,0.62,2.1,2.1
2154,2016.0,2017-05-05,1845.0,German Bundesliga,FC Cologne,Werder Bremen,67.63,71.9,0.4013,0.3373,0.2614,1.4,1.25,0.0,0.0,4.0,3.0,2.68,2.05,0.98,1.85,4.2,3.15,,,,,,,,,,,,,,,,,,,,,,,
2155,2016.0,2017-05-05,1843.0,French Ligue 1,St Etienne,Bordeaux,62.31,66.69,0.4053,0.2808,0.3139,1.25,1.03,0.0,0.0,2.0,2.0,2.04,1.86,2.9,1.89,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,
2156,2016.0,2017-05-05,1869.0,Spanish Primera Division,Sevilla FC,Real Sociedad,79.87,76.46,0.5134,0.2374,0.2493,1.71,1.04,44.7,12.8,1.0,1.0,1.01,1.09,1.66,0.83,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
2157,2016.0,2017-05-05,2411.0,Barclays Premier League,West Ham United,Tottenham Hotspur,60.08,85.12,0.1359,0.6472,0.2169,0.92,1.88,0.2,22.1,1.0,0.0,1.75,0.64,1.11,0.97,1.05,0.0,2020.0,2020-08-23,1843.0,French Ligue 1,Lorient,Strasbourg,52.87,60.44,0.3774,0.3471,0.2754,1.33,1.26,,,3.0,1.0,3.09,0.34,1.11,0.53,2.72,1.05
2158,,,,,,,,,,,,,,,,,,,,,,,,2020.0,2020-08-23,1843.0,French Ligue 1,Nimes,Brest,54.6,54.9,0.4498,0.2865,0.2637,1.53,1.17,,,4.0,0.0,1.92,0.6,1.56,1.17,3.71,0.0
2159,2016.0,2017-05-06,1869.0,Spanish Primera Division,Sporting Gijón,Las Palmas,55.92,63.45,0.4388,0.3063,0.2549,1.74,1.32,12.7,0.0,1.0,0.0,1.59,0.39,1.92,0.51,1.05,0.0,,,,,,,,,,,,,,,,,,,,,,,
2160,2016.0,2017-05-06,2411.0,Barclays Premier League,Manchester City,Crystal Palace,85.35,61.04,0.7702,0.0722,0.1576,2.49,0.59,76.0,3.9,5.0,0.0,2.76,0.27,3.11,0.86,4.43,0.0,,,,,,,,,,,,,,,,,,,,,,,
2161,2016.0,2017-05-06,1845.0,German Bundesliga,Eintracht Frankfurt,VfL Wolfsburg,69.82,68.81,0.469,0.2447,0.2863,1.24,0.84,0.0,51.9,0.0,2.0,1.02,1.63,0.53,0.67,0.0,2.1,,,,,,,,,,,,,,,,,,,,,,,
2162,2016.0,2017-05-06,1845.0,German Bundesliga,Borussia Monchengladbach,FC Augsburg,73.44,60.44,0.6338,0.1459,0.2203,1.76,0.8,0.0,31.9,1.0,1.0,1.52,1.43,1.69,0.65,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,
2163,2016.0,2017-05-06,1845.0,German Bundesliga,FC Ingolstadt 04,Bayer Leverkusen,59.54,71.99,0.3757,0.3674,0.2569,1.41,1.36,71.8,1.3,1.0,1.0,0.52,0.97,1.33,1.18,1.05,1.05,2020.0,2020-08-23,1843.0,French Ligue 1,Nice,Lens,59.29,53.53,0.5143,0.2338,0.2519,1.69,1.05,,,2.0,1.0,0.18,2.92,0.33,1.87,2.1,1.05
2164,2016.0,2017-05-06,1845.0,German Bundesliga,Borussia Dortmund,TSG Hoffenheim,86.99,78.01,0.6477,0.1506,0.2017,2.01,1.04,0.0,0.0,2.0,1.0,2.7,1.01,1.05,0.56,1.79,1.05,,,,,,,,,,,,,,,,,,,,,,,
2165,2016.0,2017-05-06,1845.0,German Bundesliga,Bayern Munich,SV Darmstadt 98,94.51,48.0,0.9622,0.0064,0.0313,3.35,0.2,0.0,0.0,1.0,0.0,3.01,1.22,3.26,0.77,1.05,0.0,,,,,,,,,,,,,,,,,,,,,,,
2166,2016.0,2017-05-06,2411.0,Barclays Premier League,Burnley,West Bromwich Albion,60.4,58.55,0.4666,0.2328,0.3006,1.26,0.83,0.1,0.0,2.0,2.0,1.52,0.97,1.78,0.8,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,
2168,2016.0,2017-05-06,2411.0,Barclays Premier League,Leicester City,Watford,61.5,56.43,0.5066,0.2198,0.2737,1.51,0.94,0.0,0.1,3.0,0.0,0.73,0.73,1.31,1.55,2.63,0.0,,,,,,,,,,,,,,,,,,,,,,,
2169,2016.0,2017-05-06,2411.0,Barclays Premier League,Hull City,Sunderland,50.07,45.4,0.4979,0.2241,0.278,1.47,0.92,81.5,0.0,0.0,2.0,1.32,2.11,1.66,1.76,0.0,1.58,,,,,,,,,,,,,,,,,,,,,,,
2170,2016.0,2017-05-06,2411.0,Barclays Premier League,AFC Bournemouth,Stoke City,63.33,63.12,0.45899999999999996,0.2696,0.2714,1.52,1.17,0.0,0.0,2.0,2.0,1.44,2.01,0.9,1.52,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,
